Metadata_broad_sample,Metadata_cell_line,Metadata_timepoint,Metadata_experiment_type,Metadata_target,Metadata_timepoint_code,Metadata_target_radix,Metadata_target_is_across,Metadata_split
BRDN0001054845,U2OS,144,CRISPR,AURKB,high,8,TRUE,train
BRDN0001482005,U2OS,144,CRISPR,CDC25A,high,171,TRUE,train
BRDN0000580246,U2OS,144,CRISPR,NO_SITE,high,83,FALSE,train
BRDN0001147797,U2OS,144,CRISPR,ONE_INTERGENIC_SITE,high,132,FALSE,train
BRDN0001480346,U2OS,144,CRISPR,KCNK1,high,78,TRUE,train
BRDN0001480930,U2OS,144,CRISPR,PNLIP,high,145,TRUE,train
BRDN0001489794,U2OS,144,CRISPR,CA14,high,150,TRUE,train
BRDN0000734502,U2OS,144,CRISPR,ICAM1,high,100,TRUE,train
BRDN0001483314,U2OS,144,CRISPR,GPR55,high,55,TRUE,train
BRDN0001480242,U2OS,144,CRISPR,PDE7A,high,24,TRUE,train
BRDN0001487618,U2OS,144,CRISPR,OPRM1,high,176,TRUE,train
BRDN0001065457,U2OS,144,CRISPR,VEGFA,high,60,TRUE,train
BRDN0001485843,U2OS,144,CRISPR,KCNN1,high,102,TRUE,train
BRDN0001483052,U2OS,144,CRISPR,ADH1C,high,14,TRUE,train
BRDN0001489555,U2OS,144,CRISPR,KCTD16,high,172,TRUE,train
BRDN0001482043,U2OS,144,CRISPR,CYP3A4,high,3,TRUE,train
BRDN0001485604,U2OS,144,CRISPR,AVPR1A,high,122,TRUE,train
BRDN0001485726,U2OS,144,CRISPR,CDC25A,high,171,TRUE,train
BRDN0001065508,U2OS,144,CRISPR,MAPK8,high,111,TRUE,train
BRDN0001484319,U2OS,144,CRISPR,KCTD16,high,172,TRUE,train
BRDN0001480594,U2OS,144,CRISPR,TNNC1,high,152,TRUE,train
BRDN0001486784,U2OS,144,CRISPR,GABRB2,high,174,TRUE,train
BRDN0001477909,U2OS,144,CRISPR,NO_SITE,high,83,FALSE,train
BRDN0001144750,U2OS,144,CRISPR,NO_SITE,high,83,FALSE,train
BRDN0001065244,U2OS,144,CRISPR,MAPK8,high,111,TRUE,train
BRDN0001480861,U2OS,144,CRISPR,MMP2,high,169,TRUE,train
BRDN0001146060,U2OS,144,CRISPR,NO_SITE,high,83,FALSE,train
BRDN0001477792,U2OS,144,CRISPR,NO_SITE,high,83,FALSE,train
BRDN0001058343,U2OS,144,CRISPR,RET,high,135,TRUE,train
BRDN0001484730,U2OS,144,CRISPR,"NAMPT",high,147,TRUE,train
BRDN0001488073,U2OS,144,CRISPR,CASP3,high,5,TRUE,train
BRDN0001481569,U2OS,144,CRISPR,CYP3A4,high,3,TRUE,train
BRDN0001054815,U2OS,144,CRISPR,KRAS,high,11,TRUE,train
BRDN0001480426,U2OS,144,CRISPR,S100B,high,35,TRUE,train
BRDN0001149473,U2OS,144,CRISPR,BTK,high,70,TRUE,train
empty,U2OS,144,CRISPR,empty,high,144,FALSE,train
BRDN0001147649,U2OS,144,CRISPR,NO_SITE,high,83,FALSE,train
BRDN0001483817,U2OS,144,CRISPR,SLC29A1,high,138,TRUE,train
BRDN0001483355,U2OS,144,CRISPR,FFAR4,high,140,TRUE,train
BRDN0001065000,U2OS,144,CRISPR,PPARD,high,127,TRUE,train
BRDN0000564018,U2OS,144,CRISPR,BAX,high,48,TRUE,train
BRDN0001485794,U2OS,144,CRISPR,MMP2,high,169,TRUE,train
BRDN0001489262,U2OS,144,CRISPR,RGS4,high,114,TRUE,train
BRDN0001146436,U2OS,144,CRISPR,NO_SITE,high,83,FALSE,train
BRDN0001484045,U2OS,144,CRISPR,CASP3,high,5,TRUE,train
BRDN0001162216,U2OS,144,CRISPR,CDK7,high,47,TRUE,train
BRDN0001490325,U2OS,144,CRISPR,PPAT,high,68,TRUE,train
BRDN0001484642,U2OS,144,CRISPR,KCNJ1,high,26,TRUE,train
BRDN0001480293,U2OS,144,CRISPR,ATP5F1D,high,87,TRUE,train
BRDN0001145239,U2OS,144,CRISPR,PDPK1,high,91,TRUE,train
BRDN0001477793,U2OS,144,CRISPR,NO_SITE,high,83,FALSE,train
BRDN0001065819,U2OS,144,CRISPR,IGF1R,high,126,TRUE,train
BRDN0000734703,U2OS,144,CRISPR,MET,high,21,TRUE,train
BRDN0001486172,U2OS,144,CRISPR,GLRA3,high,93,TRUE,train
BRDN0001065162,U2OS,144,CRISPR,PIK3CG,high,77,TRUE,train
BRDN0001481237,U2OS,144,CRISPR,KCNMA1,high,107,TRUE,train
BRDN0001480267,U2OS,144,CRISPR,TBXAS1,high,82,TRUE,train
BRDN0001485538,U2OS,144,CRISPR,KCNJ1,high,26,TRUE,train
BRDN0001065841,U2OS,144,CRISPR,PLD1,high,159,TRUE,train
BRDN0001481027,U2OS,144,CRISPR,DHH,high,88,TRUE,train
BRDN0001054985,U2OS,144,CRISPR,AKT1,high,146,TRUE,train
BRDN0000563627,U2OS,144,CRISPR,KRAS,high,11,TRUE,train
BRDN0001147786,U2OS,144,CRISPR,CDK2,high,167,TRUE,train
BRDN0001480092,U2OS,144,CRISPR,PARP3,high,20,TRUE,train
BRDN0001144995,U2OS,144,CRISPR,PLK1,high,42,TRUE,train
BRDN0001149518,U2OS,144,CRISPR,ATM,high,30,TRUE,train
BRDN0001489452,U2OS,144,CRISPR,IMPDH1,high,39,TRUE,train
BRDN0001485619,U2OS,144,CRISPR,GLRA3,high,93,TRUE,train
BRDN0001149198,U2OS,144,CRISPR,ONE_INTERGENIC_SITE,high,132,FALSE,train
BRDN0001488082,U2OS,144,CRISPR,TUBB3,high,18,TRUE,train
BRDN0001054801,U2OS,144,CRISPR,BRAF,high,32,TRUE,train
BRDN0001480931,U2OS,144,CRISPR,HBB,high,9,TRUE,train
BRDN0001145318,U2OS,144,CRISPR,LYN,high,86,TRUE,train
BRDN0001485150,U2OS,144,CRISPR,FOXM1,high,57,TRUE,train
BRDN0001483788,U2OS,144,CRISPR,ANXA1,high,61,TRUE,train
BRDN0001486382,U2OS,144,CRISPR,ANXA1,high,61,TRUE,train
BRDN0001485965,U2OS,144,CRISPR,CCR1,high,166,TRUE,train
BRDN0001488805,U2OS,144,CRISPR,IMPDH1,high,39,TRUE,train
BRDN0001147509,U2OS,144,CRISPR,ALK,high,45,TRUE,train
BRDN0000582721,U2OS,144,CRISPR,HDAC3,high,110,TRUE,train
BRDN0000732963,U2OS,144,CRISPR,PTGIR,high,165,TRUE,train
BRDN0001054037,U2OS,144,CRISPR,PLK1,high,42,TRUE,train
BRDN0000732970,U2OS,144,CRISPR,PTGIR,high,165,TRUE,train
BRDN0001486630,U2OS,144,CRISPR,FFAR4,high,140,TRUE,train
BRDN0001149033,U2OS,144,CRISPR,ATM,high,30,TRUE,train
BRDN0001481315,U2OS,144,CRISPR,PPAT,high,68,TRUE,train
BRDN0001481176,U2OS,144,CRISPR,RPL23A,high,94,TRUE,train
BRDN0001487815,U2OS,144,CRISPR,CA14,high,150,TRUE,train
BRDN0001145324,U2OS,144,CRISPR,FLT3,high,105,TRUE,train
BRDN0001484783,U2OS,144,CRISPR,MME,high,120,TRUE,train
BRDN0001483527,U2OS,144,CRISPR,CTSG,high,137,TRUE,train
BRDN0001146001,U2OS,144,CRISPR,NO_SITE,high,83,FALSE,train
BRDN0001482384,U2OS,144,CRISPR,ATP5F1D,high,87,TRUE,train
BRDN0001145608,U2OS,144,CRISPR,PAK4,high,179,TRUE,train
BRDN0001487003,U2OS,144,CRISPR,GPR119,high,22,TRUE,train
BRDN0001488543,U2OS,144,CRISPR,SCNN1G,high,40,TRUE,train
BRDN0001486377,U2OS,144,CRISPR,GJB4,high,108,TRUE,train
BRDN0001488344,U2OS,144,CRISPR,VEGFA,high,60,TRUE,train
BRDN0001147780,U2OS,144,CRISPR,NO_SITE,high,83,FALSE,train
BRDN0001480034,U2OS,144,CRISPR,S1PR4,high,38,TRUE,train
BRDN0001481686,U2OS,144,CRISPR,IL1B,high,112,TRUE,train
BRDN0001483506,U2OS,144,CRISPR,F10,high,117,TRUE,train
BRDN0001488696,U2OS,144,CRISPR,MME,high,120,TRUE,train
BRDN0001482390,U2OS,144,CRISPR,ELANE,high,59,TRUE,train
BRDN0001484416,U2OS,144,CRISPR,RPL3,high,46,TRUE,train
BRDN0001148320,U2OS,144,CRISPR,ERBB2,high,84,TRUE,train
BRDN0001065558,U2OS,144,CRISPR,MET,high,21,TRUE,train
BRDN0000579759,U2OS,144,CRISPR,NO_SITE,high,83,FALSE,train
BRDN0001481654,U2OS,144,CRISPR,F10,high,117,TRUE,train
BRDN0001482725,U2OS,144,CRISPR,GPR55,high,55,TRUE,train
BRDN0001484659,U2OS,144,CRISPR,AKR1B1,high,72,TRUE,train
BRDN0001481083,U2OS,144,CRISPR,IL1B,high,112,TRUE,train
BRDN0001148372,U2OS,144,CRISPR,ONE_INTERGENIC_SITE,high,132,FALSE,train
BRDN0001479432,U2OS,144,CRISPR,GUCY1B1,high,115,TRUE,train
BRDN0001481097,U2OS,144,CRISPR,ADRA2B,high,33,TRUE,train
BRDN0001147690,U2OS,144,CRISPR,HCK,high,31,TRUE,train
BRDN0001486748,U2OS,144,CRISPR,HRH4,high,119,TRUE,train
BRDN0001483208,U2OS,144,CRISPR,P3H1,high,19,TRUE,train
BRDN0001485334,U2OS,144,CRISPR,CA5A,high,141,TRUE,train
BRDN0001058011,U2OS,144,CRISPR,RET,high,135,TRUE,train
BRDN0001483257,U2OS,144,CRISPR,HSP90AA1,high,128,TRUE,train
BRDN0000580015,U2OS,144,CRISPR,NO_SITE,high,83,FALSE,train
BRDN0001148859,U2OS,144,CRISPR,DCK,high,158,TRUE,train
BRDN0001065152,U2OS,144,CRISPR,PIK3CG,high,77,TRUE,train
BRDN0001481327,U2OS,144,CRISPR,"NAMPT",high,147,TRUE,train
BRDN0001486858,U2OS,144,CRISPR,TNF,high,1,TRUE,train
BRDN0000579738,U2OS,144,CRISPR,ERBB2,high,84,TRUE,train
BRDN0000734459,U2OS,144,CRISPR,ICAM1,high,100,TRUE,train
BRDN0001478949,U2OS,144,CRISPR,RNASE1,high,6,TRUE,train
BRDN0001147450,U2OS,144,CRISPR,CDK7,high,47,TRUE,train
BRDN0001489053,U2OS,144,CRISPR,PTGIS,high,58,TRUE,train
BRDN0001483295,U2OS,144,CRISPR,PRKCE,high,75,TRUE,train
BRDN0000990355,U2OS,144,CRISPR,FPR1,high,4,TRUE,train
BRDN0001485228,U2OS,144,CRISPR,FGF1,high,163,TRUE,train
BRDN0001162576,U2OS,144,CRISPR,CDK9,high,79,TRUE,train
BRDN0001146476,U2OS,144,CRISPR,NO_SITE,high,83,FALSE,train
BRDN0001487328,U2OS,144,CRISPR,CACNB4,high,67,TRUE,train
BRDN0001485154,U2OS,144,CRISPR,SLCO2B1,high,49,TRUE,train
BRDN0001144938,U2OS,144,CRISPR,KDR,high,76,TRUE,train
BRDN0001486852,U2OS,144,CRISPR,EDNRB,high,17,TRUE,train
BRDN0001485349,U2OS,144,CRISPR,ASIC1,high,50,TRUE,train
BRDN0001490153,U2OS,144,CRISPR,AVPR1A,high,122,TRUE,train
BRDN0001487070,U2OS,144,CRISPR,DCK,high,158,TRUE,train
BRDN0001065674,U2OS,144,CRISPR,JAK1,high,98,TRUE,train
BRDN0000562882,U2OS,144,CRISPR,BRAF,high,32,TRUE,train
BRDN0001487270,U2OS,144,CRISPR,PLA2G1B,high,74,TRUE,train
BRDN0001487761,U2OS,144,CRISPR,FGF1,high,163,TRUE,train
BRDN0001480275,U2OS,144,CRISPR,TUBB4B,high,90,TRUE,train
BRDN0001482955,U2OS,144,CRISPR,ADRA2B,high,33,TRUE,train
BRDN0001146892,U2OS,144,CRISPR,CSF1R,high,37,TRUE,train
BRDN0000733514,U2OS,144,CRISPR,BRD4,high,27,TRUE,train
BRDN0001489809,U2OS,144,CRISPR,TUBB,high,13,TRUE,train
BRDN0000581508,U2OS,144,CRISPR,AGER,high,155,TRUE,train
BRDN0000562836,U2OS,144,CRISPR,AKT1,high,146,TRUE,train
BRDN0001149376,U2OS,144,CRISPR,FLT3,high,105,TRUE,train
BRDN0001477830,U2OS,144,CRISPR,NO_SITE,high,83,FALSE,train
BRDN0001485038,U2OS,144,CRISPR,S1PR2,high,23,TRUE,train
BRDN0000563501,U2OS,144,CRISPR,PDE4D,high,36,TRUE,train
BRDN0001481651,U2OS,144,CRISPR,KCNN4,high,43,TRUE,train
BRDN0001482049,U2OS,144,CRISPR,S1PR2,high,23,TRUE,train
BRDN0000585854,U2OS,144,CRISPR,CHEK2,high,109,TRUE,train
BRDN0001488321,U2OS,144,CRISPR,PRKCE,high,75,TRUE,train
BRDN0001489609,U2OS,144,CRISPR,EDNRB,high,17,TRUE,train
BRDN0001145662,U2OS,144,CRISPR,NO_SITE,high,83,FALSE,train
BRDN0001479698,U2OS,144,CRISPR,RNASE1,high,6,TRUE,train
BRDN0001145958,U2OS,144,CRISPR,PAK1,high,73,TRUE,train
BRDN0001481198,U2OS,144,CRISPR,TUBB3,high,18,TRUE,train
BRDN0000582784,U2OS,144,CRISPR,HDAC6,high,106,TRUE,train
BRDN0001488241,U2OS,144,CRISPR,TUBB,high,13,TRUE,train
BRDN0001149482,U2OS,144,CRISPR,DYRK1B,high,157,TRUE,train
BRDN0001145575,U2OS,144,CRISPR,NO_SITE,high,83,FALSE,train
BRDN0001487205,U2OS,144,CRISPR,PTGIS,high,58,TRUE,train
BRDN0001487607,U2OS,144,CRISPR,USP1,high,95,TRUE,train
BRDN0000733096,U2OS,144,CRISPR,HDAC3,high,110,TRUE,train
BRDN0001490543,U2OS,144,CRISPR,AGER,high,155,TRUE,train
BRDN0001485023,U2OS,144,CRISPR,DHH,high,88,TRUE,train
BRDN0001485385,U2OS,144,CRISPR,CYP1A2,high,15,TRUE,train
BRDN0001487712,U2OS,144,CRISPR,LPAR1,high,143,TRUE,train
BRDN0001479791,U2OS,144,CRISPR,CACNG1,high,118,TRUE,train
BRDN0001487609,U2OS,144,CRISPR,HTR2C,high,160,TRUE,train
BRDN0001066838,U2OS,144,CRISPR,DNMT3A,high,103,TRUE,train
BRDN0001484463,U2OS,144,CRISPR,S1PR4,high,38,TRUE,train
BRDN0001066751,U2OS,144,CRISPR,DNMT3A,high,103,TRUE,train
BRDN0001146145,U2OS,144,CRISPR,NO_SITE,high,83,FALSE,train
BRDN0001483958,U2OS,144,CRISPR,TNNC1,high,152,TRUE,train
BRDN0001057535,U2OS,144,CRISPR,HDAC6,high,106,TRUE,train
BRDN0001484654,U2OS,144,CRISPR,PARP3,high,20,TRUE,train
BRDN0001489120,U2OS,144,CRISPR,CTSG,high,137,TRUE,train
BRDN0001065257,U2OS,144,CRISPR,PORCN,high,125,TRUE,train
BRDN0000563764,U2OS,144,CRISPR,BAX,high,48,TRUE,train
BRDN0001477860,U2OS,144,CRISPR,NO_SITE,high,83,FALSE,train
BRDN0001487440,U2OS,144,CRISPR,GAA,high,56,TRUE,train
BRDN0001486303,U2OS,144,CRISPR,GAA,high,56,TRUE,train
BRDN0001148950,U2OS,144,CRISPR,CDK2,high,167,TRUE,train
BRDN0001487520,U2OS,144,CRISPR,PLA2G1B,high,74,TRUE,train
BRDN0001480913,U2OS,144,CRISPR,AKR1B1,high,72,TRUE,train
BRDN0001482741,U2OS,144,CRISPR,GABRB2,high,174,TRUE,train
BRDN0001486451,U2OS,144,CRISPR,CA5A,high,141,TRUE,train
BRDN0001488371,U2OS,144,CRISPR,COMT,high,131,TRUE,train
BRDN0001144990,U2OS,144,CRISPR,PRKCB,high,52,TRUE,train
BRDN0001480501,U2OS,144,CRISPR,CDK9,high,79,TRUE,train
BRDN0000562944,U2OS,144,CRISPR,AURKB,high,8,TRUE,train
BRDN0001052307,U2OS,144,CRISPR,PTK2B,high,96,TRUE,train
BRDN0001145610,U2OS,144,CRISPR,CHEK2,high,109,TRUE,train
BRDN0001481787,U2OS,144,CRISPR,HBB,high,9,TRUE,train
BRDN0001147812,U2OS,144,CRISPR,NO_SITE,high,83,FALSE,train
BRDN0001147209,U2OS,144,CRISPR,CLK1,high,151,TRUE,train
BRDN0001479324,U2OS,144,CRISPR,HTR2C,high,160,TRUE,train
BRDN0001477634,U2OS,144,CRISPR,NO_SITE,high,83,FALSE,train
BRDN0001148519,U2OS,144,CRISPR,NO_SITE,high,83,FALSE,train
BRDN0001487249,U2OS,144,CRISPR,CYP1A2,high,15,TRUE,train
BRDN0001147629,U2OS,144,CRISPR,PAK4,high,179,TRUE,train
BRDN0001484348,U2OS,144,CRISPR,RPL23A,high,94,TRUE,train
BRDN0001146786,U2OS,144,CRISPR,BRD4,high,27,TRUE,train
BRDN0001480309,U2OS,144,CRISPR,ASIC1,high,50,TRUE,train
BRDN0001065858,U2OS,144,CRISPR,JAK1,high,98,TRUE,train
BRDN0001065728,U2OS,144,CRISPR,IGF1R,high,126,TRUE,train
BRDN0000585461,U2OS,144,CRISPR,HCK,high,31,TRUE,train
BRDN0001482977,U2OS,144,CRISPR,HIF1A,high,154,TRUE,train
BRDN0001488358,U2OS,144,CRISPR,GJB4,high,108,TRUE,train
BRDN0001488340,U2OS,144,CRISPR,P3H1,high,19,TRUE,train
BRDN0001065187,U2OS,144,CRISPR,PPARD,high,127,TRUE,train
BRDN0001148507,U2OS,144,CRISPR,PRKCB,high,52,TRUE,train
BRDN0001146512,U2OS,144,CRISPR,CLK1,high,151,TRUE,train
BRDN0001147867,U2OS,144,CRISPR,PAK1,high,73,TRUE,train
BRDN0001065258,U2OS,144,CRISPR,PORCN,high,125,TRUE,train
BRDN0001484786,U2OS,144,CRISPR,RGS4,high,114,TRUE,train
BRDN0001484218,U2OS,144,CRISPR,USP1,high,95,TRUE,train
BRDN0001148298,U2OS,144,CRISPR,PTK2B,high,96,TRUE,train
BRDN0001149418,U2OS,144,CRISPR,DYRK1B,high,157,TRUE,train
BRDN0001487201,U2OS,144,CRISPR,TNF,high,1,TRUE,train
BRDN0001162582,U2OS,144,CRISPR,PDPK1,high,91,TRUE,train
BRDN0001483830,U2OS,144,CRISPR,ELANE,high,59,TRUE,train
BRDN0001483666,U2OS,144,CRISPR,KCNK1,high,78,TRUE,train
BRDN0001482450,U2OS,144,CRISPR,SLC29A1,high,138,TRUE,train
BRDN0000990412,U2OS,144,CRISPR,FPR1,high,4,TRUE,train
BRDN0001480256,U2OS,144,CRISPR,CACNG1,high,118,TRUE,train
BRDN0001481578,U2OS,144,CRISPR,CACNA2D3,high,177,TRUE,train
BRDN0001484276,U2OS,144,CRISPR,HSD11B1,high,51,TRUE,train
BRDN0001484377,U2OS,144,CRISPR,HTR3A,high,162,TRUE,train
BRDN0001479616,U2OS,144,CRISPR,TGM2,high,148,TRUE,train
BRDN0001066250,U2OS,144,CRISPR,CCND1,high,129,TRUE,train
BRDN0001486925,U2OS,144,CRISPR,ADA,high,97,TRUE,train
BRDN0001485608,U2OS,144,CRISPR,CACNA2D3,high,177,TRUE,train
BRDN0001054403,U2OS,144,CRISPR,PDE3A,high,54,TRUE,train
BRDN0001486449,U2OS,144,CRISPR,ALDH2,high,175,TRUE,train
BRDN0001148112,U2OS,144,CRISPR,NTRK1,high,121,TRUE,train
BRDN0001145503,U2OS,144,CRISPR,LCK,high,124,TRUE,train
BRDN0001061132,U2OS,144,CRISPR,ADORA2A,high,104,TRUE,train
BRDN0001145758,U2OS,144,CRISPR,LCK,high,124,TRUE,train
BRDN0001486718,U2OS,144,CRISPR,KCNH7,high,168,TRUE,train
BRDN0001480476,U2OS,144,CRISPR,CCR1,high,166,TRUE,train
BRDN0001146819,U2OS,144,CRISPR,KDR,high,76,TRUE,train
BRDN0001056840,U2OS,144,CRISPR,SIRT2,high,178,TRUE,train
BRDN0001480865,U2OS,144,CRISPR,HTR3A,high,162,TRUE,train
BRDN0001481609,U2OS,144,CRISPR,P2RY12,high,134,TRUE,train
BRDN0001486606,U2OS,144,CRISPR,CHRM2,high,10,TRUE,train
BRDN0001488463,U2OS,144,CRISPR,HSD11B1,high,51,TRUE,train
BRDN0001479710,U2OS,144,CRISPR,ADA,high,97,TRUE,train
BRDN0001484586,U2OS,144,CRISPR,CATSPER4,high,173,TRUE,train
BRDN0001053816,U2OS,144,CRISPR,CDK4,high,101,TRUE,train
BRDN0001479262,U2OS,144,CRISPR,ADH1C,high,14,TRUE,train
BRDN0001483086,U2OS,144,CRISPR,SLC7A11,high,28,TRUE,train
BRDN0000563722,U2OS,144,CRISPR,PDE4D,high,36,TRUE,train
BRDN0001486813,U2OS,144,CRISPR,TBXAS1,high,82,TRUE,train
BRDN0001483549,U2OS,144,CRISPR,GRIN2A,high,25,TRUE,train
BRDN0001480942,U2OS,144,CRISPR,SSTR2,high,81,TRUE,train
BRDN0001489498,U2OS,144,CRISPR,KCNQ2,high,34,TRUE,train
BRDN0001488605,U2OS,144,CRISPR,HPGDS,high,123,TRUE,train
BRDN0001485163,U2OS,144,CRISPR,SCNN1G,high,40,TRUE,train
BRDN0001485309,U2OS,144,CRISPR,KCNH7,high,168,TRUE,train
BRDN0001144958,U2OS,144,CRISPR,BTK,high,70,TRUE,train
BRDN0001054361,U2OS,144,CRISPR,PDE3A,high,54,TRUE,train
BRDN0001481136,U2OS,144,CRISPR,P2RY12,high,134,TRUE,train
BRDN0001145303,U2OS,144,CRISPR,ABL1,high,161,TRUE,train
BRDN0001484228,U2OS,144,CRISPR,GPR119,high,22,TRUE,train
BRDN0000735603,U2OS,144,CRISPR,TGFBR1,high,69,TRUE,train
BRD-A86665761-001-01-1,A549,24,Compound,CACNB4,low,67,TRUE,validate
DMSO,A549,24,Compound,NA,low,7,FALSE,validate
BRD-A22032524-074-09-9,A549,24,Compound,CACNA2D3,low,177,TRUE,validate
BRD-A01078468-001-14-8,A549,24,Compound,AKR1C1,low,80,TRUE,validate
BRD-K48278478-001-01-2,A549,24,Compound,KCNN4,low,43,TRUE,validate
BRD-K36574127-001-01-3,A549,24,Compound,NTRK1,low,121,TRUE,validate
BRD-K74913225-001-14-0,A549,24,Compound,CA5A,low,141,TRUE,validate
BRD-K94342292-001-01-3,A549,24,Compound,KCNMA1,low,107,TRUE,validate
BRD-K19975102-001-01-2,A549,24,Compound,NTRK1,low,121,TRUE,validate
BRD-K25244359-066-02-6,A549,24,Compound,CSK,low,113,TRUE,validate
BRD-K18131774-001-18-4,A549,24,Compound,CA5A,low,141,TRUE,validate
BRD-A85242401-001-11-5,A549,24,Compound,P3H1,low,19,TRUE,validate
BRD-K06426971-001-02-7,A549,24,Compound,CDK4,low,101,TRUE,validate
BRD-K47049295-300-03-1,A549,24,Compound,OPRL1,low,16,TRUE,validate
BRD-K78122587-300-04-3,A549,24,Compound,CATSPER4,low,173,TRUE,validate
BRD-K50199947-001-03-4,A549,24,Compound,LCK,low,124,TRUE,validate
BRD-K50720187-051-03-1,A549,24,Compound,KCNQ2,low,34,TRUE,validate
BRD-K91825936-001-03-9,A549,24,Compound,CCR1,low,166,TRUE,validate
BRD-K38775274-001-22-1,A549,24,Compound,ANXA1,low,61,TRUE,validate
BRD-K47598052-001-14-1,A549,24,Compound,HCK,low,31,TRUE,validate
BRD-K61845293-300-01-9,A549,24,Compound,DDR2,low,116,TRUE,validate
BRD-K87782578-001-01-4,A549,24,Compound,BTK,low,70,TRUE,validate
BRD-K26439554-001-01-3,A549,24,Compound,LPAR1,low,143,TRUE,validate
BRD-K58049875-001-03-9,A549,24,Compound,FOXM1,low,57,TRUE,validate
BRD-K72726508-001-02-1,A549,24,Compound,CCND1,low,129,TRUE,validate
BRD-K29151923-001-01-5,A549,24,Compound,S1PR2,low,23,TRUE,validate
BRD-K66788707-001-14-3,A549,24,Compound,ADA,low,97,TRUE,validate
BRD-K06890060-001-09-1,A549,24,Compound,ALDH2,low,175,TRUE,validate
BRD-K50398167-236-22-7,A549,24,Compound,KCNQ2,low,34,TRUE,validate
BRD-K87632963-001-03-0,A549,24,Compound,ABL1,low,161,TRUE,validate
BRD-K37602296-001-01-6,A549,24,Compound,KCNN4,low,43,TRUE,validate
BRD-K09143580-001-01-0,A549,24,Compound,SIRT2,low,178,TRUE,validate
BRD-A22713669-001-04-3,A549,24,Compound,PTPN2,low,44,TRUE,validate
BRD-K16472653-001-01-6,A549,24,Compound,SIRT2,low,178,TRUE,validate
BRD-K34581968-001-05-3,A549,24,Compound,LCK,low,124,TRUE,validate
BRD-K81801188-001-02-8,A549,24,Compound,HCK,low,31,TRUE,validate
BRD-K73276278-305-01-1,A549,24,Compound,OPRL1,low,16,TRUE,validate
BRD-K53061490-003-13-9,A549,24,Compound,TBXAS1,low,82,TRUE,validate
BRD-A43005764-003-01-5,A549,24,Compound,S1PR1,low,133,TRUE,validate
BRD-K60659193-001-01-0,A549,24,Compound,ALDH2,low,175,TRUE,validate
BRD-K09787262-001-02-7,A549,24,Compound,GRIN2A,low,25,TRUE,validate
BRD-K56810756-003-07-7,A549,24,Compound,ADH1C,low,14,TRUE,validate
BRD-K87158025-003-08-7,A549,24,Compound,SCNN1G,low,40,TRUE,validate
BRD-A18992208-003-02-7,A549,24,Compound,CACNG1,low,118,TRUE,validate
BRD-A54139254-001-09-2,A549,24,Compound,FFAR2,low,130,TRUE,validate
BRD-K44432556-001-05-5,A549,24,Compound,HIF1A,low,154,TRUE,validate
BRD-K36740062-001-06-6,A549,24,Compound,CYP3A4,low,3,TRUE,validate
BRD-K27539181-001-08-5,A549,24,Compound,GPR55,low,55,TRUE,validate
BRD-K51265828-001-01-0,A549,24,Compound,DHH,low,88,TRUE,validate
BRD-K51899933-001-02-6,A549,24,Compound,AGER,low,155,TRUE,validate
BRD-K23363278-001-02-1,A549,24,Compound,TUBB,low,13,TRUE,validate
BRD-K90497590-001-05-9,A549,24,Compound,PDPK1,low,91,TRUE,validate
BRD-K69877120-001-01-7,A549,24,Compound,S1PR4,low,38,TRUE,validate
BRD-K90747162-001-01-4,A549,24,Compound,FLT3,low,105,TRUE,validate
BRD-K81405859-300-01-4,A549,24,Compound,TNF,low,1,TRUE,validate
BRD-K51662849-001-05-4,A549,24,Compound,MMP2,low,169,TRUE,validate
BRD-A65597028-003-08-1,A549,24,Compound,ADRA2B,low,33,TRUE,validate
BRD-K24282351-001-01-4,A549,24,Compound,FFAR4,low,140,TRUE,validate
BRD-K44227013-001-08-0,A549,24,Compound,LYN,low,86,TRUE,validate
BRD-K01824976-300-02-9,A549,24,Compound,RPL23A,low,94,TRUE,validate
BRD-K50495309-001-02-0,A549,24,Compound,CSK,low,113,TRUE,validate
BRD-K59058747-001-19-1,A549,24,Compound,SLC7A11,low,28,TRUE,validate
BRD-K62949423-001-03-1,A549,24,Compound,CDK4,low,101,TRUE,validate
BRD-K22482860-001-20-6,A549,24,Compound,KCNH7,low,168,TRUE,validate
BRD-K68143200-001-11-7,A549,24,Compound,CDC25A,low,171,TRUE,validate
BRD-K35498378-001-06-1,A549,24,Compound,AKR1B1,low,72,TRUE,validate
BRD-K37764012-001-03-3,A549,24,Compound,PAK4,low,179,TRUE,validate
BRD-K98357249-001-02-9,A549,24,Compound,EDNRB,low,17,TRUE,validate
BRD-K73319509-001-08-0,A549,24,Compound,MET,low,21,TRUE,validate
BRD-K58550667-001-08-7,A549,24,Compound,"NAMPT",low,147,TRUE,validate
BRD-K29530284-001-06-2,A549,24,Compound,FGF1,low,163,TRUE,validate
BRD-K37864785-001-01-0,A549,24,Compound,ELANE,low,59,TRUE,validate
BRD-K42191735-001-08-7,A549,24,Compound,PIK3CG,low,77,TRUE,validate
BRD-K97181089-003-24-7,A549,24,Compound,ASIC1,low,50,TRUE,validate
BRD-K75748943-300-01-3,A549,24,Compound,PPARD,low,127,TRUE,validate
BRD-K15179513-001-04-2,A549,24,Compound,IGF1R,low,126,TRUE,validate
